Title,Address,Link,Category,Rating,Website,Phone,Images,Categories,Latitude,Longitude
Flavour Kings Essex,"Flavour Kings Essex, Brook Rd, Rayleigh SS6 7XL, United Kingdom",https://www.google.com/maps/place/Flavour+Kings+Essex/data=!4m7!3m6!1s0x47d8db698893da6b:0x2cf0f66249c83a8!8m2!3d51.5768388!4d0.6096458!16s%2Fg%2F11p5rzvkf0!19sChIJa9qTiGnb2EcRqIOcJGYPzwI?authuser=0&hl=en&rclk=1,Takeout restaurant,,,+44 7896 684111,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOU5xd7wsXktgGlVkk2r96lYea6kMwdxd6zsONT=w447-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMYi0Vaoa_yqSywaQFJaOWZFmDo287V-DswhhdD=w447-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNNbvGWzV-AQx742zLF6MOaej69FJfXookrX1Km=w447-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOSFTYR4bVm2OYaSP3UbYEPgzz5o-Nzg0uQ23VH=w447-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hDZEzXEw1QrlWvOfs_wZCg&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=328.58685&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Takeout restaurant'],51.5768388,0.6096458
"B & M BBQ Lyndhurst Wings, Fish, Pork and Beef","B & M BBQ Lyndhurst Wings, Fish, Pork and Beef, 5100 Mayfield Rd, Lyndhurst, OH 44124, United States","https://www.google.com/maps/place/B+%26+M+BBQ+Lyndhurst+Wings,+Fish,+Pork+and+Beef/data=!4m7!3m6!1s0x883103e1bf358bab:0x5c7b53e4a8017233!8m2!3d41.5188671!4d-81.4961325!16s%2Fg%2F11hdj96q92!19sChIJq4s1v-EDMYgRM3IBqORTe1w?authuser=0&hl=en&rclk=1",Barbecue restaurant,3.6,https://bandmbbqlyndhurst.com/,+1 440-484-3420,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNGAYnYAmVjS-1ZcUhrew-QspG64RzW7ITSs-w8=w397-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMmF_qLPjpc_q08s5RDGKYuTikC1llhYMDnJysg=w397-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMAUfLmRtN8HqZ-fR21U9XHJIXNpm40M7vyyg9t=w224-h398-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipP-ckAe8hulV831PG4j0KqBT23qmFz5SWqC6N8e=w224-h484-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMl-jiVnt3ipYgAz3eMdjAKjKdQjncjv4Mwx9Hg=w397-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMx--GvN43Isox44SRVDamN4fmGvTYKL8rleJWu=w224-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPdinHf995m-CbCLtFazNbnzzMV6VVdlOtYE6DI=w224-h298-k-no', 'title': 'Ribs'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOXUMyjSeqe7e3YkqXFvl6iNBEjIjuBoKFXMbgM=w397-h298-k-no', 'title': 'French fries'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPJDu0T752XhLzGWsX8WXG5-2SV2JQJoyJdzg93=w224-h485-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gSDgZdaWOpaePa2-_AgEoA&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=193.46266&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Barbecue restaurant', 'Caterer', 'Chicken restaurant']",41.5188671,-81.4961325
Tortilleria La Mexicana,"Tortilleria La Mexicana, 2715 S Orlando Dr #5311, Sanford, FL 32773, United States",https://www.google.com/maps/place/Tortilleria+La+Mexicana/data=!4m7!3m6!1s0x88e713385d8d56f9:0xccbda2c8ea4786d6!8m2!3d28.7779028!4d-81.2742621!16s%2Fg%2F1twy_chc!19sChIJ-VaNXTgT54gR1oZH6siivcw?authuser=0&hl=en&rclk=1,Mexican restaurant,4,http://ordertortillerialamexicana.com/,+1 407-324-3100,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNC19MOiFaZKuYARqVUkY-2pHMblW_liORnDvxW=w397-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPcPq810R88KygX1BCxN0Xt04hoyGDbywYBKyPL=w681-h298-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipM8S5sZHr25YaFdFJUDUROYamGMsIBCjFfZKJ33=w529-h298-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPOQCEQw71ExHA1FYvtzq0a0atq-WdEKORMmxtM=w224-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPXhwgJ1FGVvBiIcd-J4r-hqLgNKDii48r5sTnM=w397-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOgZGUzVXD8TjtFqCI1_oeL4x8OZX0JTKiOf6nv=w397-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOWI9qGTZyKXKKWqcQaFy7ySvEXruXhdVBTQyZ8=w397-h298-k-no', 'title': 'Salsa'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Lxh6cgM1UyN-xttE-05jeQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=68.10419&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Mexican restaurant'],28.7779028,-81.2742621
Hot Shots,"Hot Shots, 944 Main St, Willimantic, CT 06226, United States",https://www.google.com/maps/place/Hot+Shots/data=!4m7!3m6!1s0x89e663ec4c80413d:0x7589578769e25f6a!8m2!3d41.7125954!4d-72.2167355!16s%2Fg%2F1td3sj95!19sChIJPUGATOxj5okRal_iaYdXiXU?authuser=0&hl=en&rclk=1,Bar,3.8,,+1 860-423-5416,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOaxNWcBL4RjVM7UUcMRwuBEei8HmHhbLjmfbns=w224-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPcqzNJnGfTW8IBKMetayVjLIWEGHcSm6WYONP6=w224-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNzeT_N1ZdHXLp6fa1jWTIiKZhzyAmFOtwiw1A8=w224-h398-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OWmAljNmu6fRgfl_9-ZzNQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=210.24194&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Bar'],41.7125954,-72.2167355
Fresh & Natural,"Fresh & Natural, 975 Sereno Dr, Vallejo, CA 94589, United States",https://www.google.com/maps/place/Fresh+%26+Natural/data=!4m7!3m6!1s0x8085734cba336adf:0x2570f918c7a21b47!8m2!3d38.12767!4d-122.2484432!16s%2Fg%2F1tfsn6fh!19sChIJ32ozukxzhYARRxuixxj5cCU?authuser=0&hl=en&rclk=1,Restaurant,3.3,,+1 707-651-2380,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMhH9nL3JKks0_Gq_iNGsUYxGOnXy4-eX_JrwNy=w397-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNhhpd_j-yGXBFDxJm6l3SjjAE_343d2jkosEup=w397-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO5MD6BYspsntKvAeGDRYXaTvGBq4UQwh5DsD7w=w397-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO5MD6BYspsntKvAeGDRYXaTvGBq4UQwh5DsD7w=w397-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zTAfA37ooab0fy9zSvI2KA&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=180.64102&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Restaurant'],38.12767,-122.2484432
Tipsy'z Tavern & Grill,"Tipsy'z Tavern & Grill, 805 Westchester Dr, High Point, NC 27262, United States",https://www.google.com/maps/place/Tipsy%27z+Tavern+%26+Grill/data=!4m7!3m6!1s0x8853091f19219929:0x72bad6c60cd464a7!8m2!3d35.9740079!4d-80.0335171!16s%2Fg%2F1tq8k7n5!19sChIJKZkhGR8JU4gRp2TUDMbWunI?authuser=0&hl=en&rclk=1,Hamburger restaurant,4.6,https://tipsyztavern.com/,+1 336-887-0230,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPbh5rfF4Evc4ww_jziC85GSDH_-PjDedoM9YN4=w529-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMDWiUBQ4su7XemYwdGGFtem5oRNmxkFrV7GILO=w224-h346-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipObgwDoOeKYAxsCTxPEzhDW1-vfVWYUC--OBG5X=w224-h398-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPJ9ckV2N_lPxoBoe9lcNAp4So4i9lrvSY9S7hp=w224-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOKS48Rp3jWI1u0Xigf2kcYAJs9DG_f3A2jjVyg=w298-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPNmC-K89EKjoJP143J3vjx7Hzx0dAYnojf15UN=w529-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMaa4ar9cJLi1ycR3pyeFpZFLgb6n9FKm1GR0CM=w351-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMj2bnVrU8OgPaBtfGl7XdG7XjKt23im7FbLz04=w397-h298-k-no', 'title': 'Chicken sandwich'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMW6RkECuVL0EG_t5uwKMeSNBMGwzq4J5CDyoqe=w224-h298-k-no', 'title': 'Burger'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPjdKKxL8Xetfg-4ZtdkhkTibTV2vchBKXtK49H=w395-h298-k-no', 'title': 'French fries'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipM7veO4ieAnDcHYrr4wc7Bpu4LKdgu6-SEHtgg4=w298-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CZrpgCiCWMwTD_m5tVcU1g&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=150.49593&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Hamburger restaurant', 'Bar', 'Restaurant']",35.9740079,-80.0335171
Chef Tian Express,"4700 S Le Jeune Rd, Miami",,restaurant,,,,,,25.7286821,-80.2620247
New Shanghai Melbourne Cental,"New Shanghai Melbourne Cental, Level 3, Melbourne Central Cnr LaTrobe and, Swanston St, VIC 3000, Australia",https://www.google.com/maps/place/New+Shanghai+Melbourne+Cental/data=!4m7!3m6!1s0x6ad647569a64a26f:0x3e9338d2a382336f!8m2!3d-37.8103895!4d144.9626728!16s%2Fg%2F11tdbpv6qm!19sChIJb6JkmlZH1moRbzOCo9I4kz4?authuser=0&hl=en&rclk=1,Chinese restaurant,4.6,http://www.newshanghai.com.au/,+61 3 9650 8887,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOPTJjssLdQQey6pcmc5w_D5X5Ei3_YXnGKQ1L8=w447-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOYdF7nRiN1h5DKQRNZJEKDgTTnfEPT3llvnE4h=w298-h298-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPrpsyYecDky7sDH35g1JqBj3ruMzgS4pQ3Jw9T=w397-h298-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOkfTxzH856QweTv2eCvr5oYcH16dfan-rYEUZx=w420-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPYnsV_f1s83gZJI7t67UC5o77z72sGVh_XLIEk=w298-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMvUZmUnx8qYe449Y9SsRd64GWAuxj98f5rM1_T=w447-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNX7RQ_R62fgfgiMk-0KEKwJJPnjM6Kio2mbK_C=w224-h298-k-no', 'title': 'Dumpling'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMi_hKeJUdvbJ_3dZOckd6NthnnSMHfE7RjJduh=w298-h298-k-no', 'title': 'Noodle'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPIu_olOCS1qbhSFmuZGuK5IYNq24OB0nfQpfAY=w224-h298-k-no', 'title': 'Soup'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMSVRWzl_6xayfQi19iZQcNBsQqOOjj3zFm2WEw=w447-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNWeyC8-yOYQuG4vD1D_EdfiMqZCNABrFLYWzMx=w224-h298-k-no-pi-20-ya80-ro-0-fo100', 'title': 'Street View & 360Â¬âˆž'}]",['Chinese restaurant'],-37.8103895,144.9626728
Nim's House of Thai Food,"Nim's House of Thai Food, 1456 S Cushman St, Fairbanks, AK 99701, United States",https://www.google.com/maps/place/Nim%27s+House+of+Thai+Food/data=!4m7!3m6!1s0x5132454daa90fc85:0xeb6f8c1c550bffdf!8m2!3d64.8348618!4d-147.7182617!16s%2Fg%2F1vfp3878!19sChIJhfyQqk1FMlER3_8LVRyMb-s?authuser=0&hl=en&rclk=1,Thai restaurant,4.6,,+1 907-456-2170,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNfLk9qQPahUfZGAYeABkgacNuSj1k6Nh3DH3um=w389-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPTGEJyjruUt2SzZlRjRrd8LsnwpOYCRwwP948Y=w224-h298-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMr-gpZRiomNIFB4FDCcTSTPt_f6vkEEniDPmsE=w224-h417-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPwCV6ToVw-1t5xqDFPU7_KFLnK22_xsStGDTM5=w224-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPfHYbVX7eXzkapF-ISb1ZcH1DsxNFrGIDcPBWp=w613-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOtX79nzp2u5gozzMd86bROUjvbD-TDlgOhaHzB=w397-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNIV1JU1KnynKCf84x8zDeBe1obNhDaziSiNHyH=w529-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMskfIG7GE403efX-MNs5lq4KjkRYvU5Xacn-Rd=w224-h298-k-no', 'title': 'Drunken noodles'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMEMxx1PrajN56Wwndx3E8QmGH3j8bk8T5yqfr0=w397-h298-k-no', 'title': 'Spring roll'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOeOCw68ZXZ9eFQrTEpCmbU0iAfD7UVyOu0hoVb=w224-h460-k-no', 'title': 'Soup'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPkqxvxZQQNP2Yp7oppRJ53HytUw_DTvbpnU833=w397-h298-k-no', 'title': 'Pad see ew'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMSiQsCDrnMmMRz5m0eGvv3vHRACEsQzsiUMe9n=w397-h298-k-no', 'title': 'Curry'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipP-1gEscqI77uTTT1piP941zgbIE7nqsliuAyhH=w397-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pHLUdAHXA6Aatn43vUTnQQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=265.1416&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Thai restaurant', 'Asian restaurant', 'Family restaurant', 'Restaurant']",64.8348618,-147.7182617
Sapulpa Nutrition/Rebellious Nutrition,"Sapulpa Nutrition/Rebellious Nutrition, 802 W Taft Ave, Sapulpa, OK 74066, United States",https://www.google.com/maps/place/Sapulpa+Nutrition%2FRebellious+Nutrition/data=!4m7!3m6!1s0x87b6bc544e01c40b:0xe39b38db33134024!8m2!3d35.988043!4d-96.1231266!16s%2Fg%2F11cnbm08nn!19sChIJC8QBTlS8tocRJEATM9s4m-M?authuser=0&hl=en&rclk=1,Health food restaurant,4.8,http://dezireeroberts.goherbalife.com/,+1 918-347-8067,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipM7DHqWXZZ0TDxtOGxgFpUZMZDH8bdrjgLcjS5h=w397-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNbwyha-edmZhbXUkNJFE2KBk1y_B7E5LupUYEp=w224-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMab8ywAVOm0tJl_jBkVR23LqqXnPa-Runlvwmm=w397-h298-k-no', 'title': 'Juice'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PLK7Hyj0TxOxN9NnlgU3Tg&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=239.02937&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Health food restaurant'],35.988043,-96.1231266
Centro,"Centro, 1271 S Main St, Lombard, IL 60148, United States",https://www.google.com/maps/place/Centro/data=!4m7!3m6!1s0x880e53fb0bd4da4b:0x8b98de5133721aca!8m2!3d41.8585853!4d-88.016578!16s%2Fg%2F11h7rjp7qq!19sChIJS9rUC_tTDogRyhpyM1HemIs?authuser=0&hl=en&rclk=1,Hamburger restaurant,4.6,http://www.centroeats.com/,+1 630-519-3219,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipP91xU21LCsOwmdkqJE410uorJaS3Uvrb56QrBc=w224-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPg2z4nQTXfHbXV7FoWjzk_ZU9_-gztpkIejSnJ=w224-h298-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMjEn5vWciBEan7r_M50mZO96XScmsHQDMQ6bkn=w224-h407-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOS0T5jkyZOHd343GRpEN3VYuvmzyZCvFmldTvl=w397-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipM4RH0VP8ZSQBTnRWIYit9kjIFfLW5bmoaiXb48=w224-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOcvzP8nNaCAmDCMbokZEqZi6NHzQ-5CYyB9XTI=w396-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNUb4IrYEDEOWoIVlcZZ9qBW90A7s4L8S8lTUn9=w224-h298-k-no', 'title': 'Cheeseburger'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPPoyKw_ot7XFRvC6wBzDM0426YFcbQio1bZL8P=w224-h298-k-no', 'title': 'Burger'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMR7RdFytQQClDbVBmNsqxGdV2-2V3Yzji7fexR=w224-h298-k-no', 'title': 'French fries'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPF5w22QCJ-Hv-IbqhQfJBZyHORHLuVi80VW6Qr=w421-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xBhXjvWbZco-iqqZ5RtOgw&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=104.8011&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Hamburger restaurant', 'Event venue', 'Juice shop']",41.8585853,-88.016578
SmokeHouse Tailgate Grill - Mamaroneck,"SmokeHouse Tailgate Grill - Mamaroneck, 320 Mamaroneck Ave, Mamaroneck, NY 10543, United States",https://www.google.com/maps/place/SmokeHouse+Tailgate+Grill+-+Mamaroneck/data=!4m7!3m6!1s0x89c2919b59c3f7f1:0x94f80b5173fc262a!8m2!3d40.9510652!4d-73.7352897!16s%2Fg%2F11ckvfg3qv!19sChIJ8ffDWZuRwokRKib8c1EL-JQ?authuser=0&hl=en&rclk=1,Barbecue restaurant,4.5,http://www.shtailgate.com/,+1 914-341-1655,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPYi682S0lU-m9TzaX9FHS2lG_p-eseQXX2pYrc=w437-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNUsrZSLvRXZd_WdDh8v2fHYThk-DZ2e_KAfnrY=w397-h298-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNf9wyGHoxLNhmNYI8rTk-DUV51eo4J5hty2Cxb=w224-h398-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPizBh47wUdSJmFM3KA4iu-sEMK8Gqf9IDnWS9d=w224-h398-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOSmmQ62qYo5Vm1iwBA1FtJiygwF2aFdPQP4MNR=w312-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMzKxteMe_bJWDbCkRtVrn4KRofGMVoWGQP21c=w397-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOT8Az0KXpMA4vUMntJDJtPGVIOjFqeKFdPuZvQ=w529-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNiEpGBP_Sgs33G-1QhLfEyYiszid9Y9oW9uKVp=w412-h298-k-no', 'title': 'Pulled pork'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNqav5k4Q152rdU9PAMF3ab6GocQRbSLES9DMtp=w312-h298-k-no', 'title': 'Chicken Wings'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO2hpsDh_5-Xgfi5aRhf_tPPv-9rkKIq1VRi6_t=w447-h298-k-no', 'title': 'French fries'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPX87_ixmiiYqWrQHynbSIbaZ-tcStRzEucA0BQ=w447-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UHb53xO1MWbKw-Y-X0Mjkw&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=237.9826&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Barbecue restaurant', 'American restaurant', 'Bar & grill', 'Hamburger restaurant', 'Restaurant']",40.9510652,-73.7352897
Bones and Bowls,"Bones and Bowls, 36 , 5th Cross Street, Brindavan Rd, Fairlands, Salem, Tamil Nadu 636016, India",https://www.google.com/maps/place/Bones+and+Bowls/data=!4m7!3m6!1s0x3babf1ee0fc3a92b:0x28ba553ee914c8e3!8m2!3d11.6729373!4d78.144841!16s%2Fg%2F11qpl1h026!19sChIJK6nDD-7xqzsR48gU6T5Vuig?authuser=0&hl=en&rclk=1,Restaurant,4.9,https://instagram.com/bones_bowls?igshid=bqxmqmoj4hyg,+91 86672 51144,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPAORPGJoqXSBN3lo-L3q3XlshOWfXwQYK9goL9=w397-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNnvYaFZW5rnYXB7udHVNpYIWhzitcBIrIcwHC-=w397-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMaSyVIasTEevtlAkV9-BTY94Yp-FU3THIaRjN1=w224-h398-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPO-TsmNe_5gSL5YQHJatY7Zo699-HmL02TsT7Q=w298-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_21mDo0W3lhVV8sI23653A&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=72.439575&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Restaurant', 'Takeout restaurant']",11.6729373,78.144841
